"","gene1","gene2","pValue","oddsRatio","00","01","11","10","pAdj","Event","pair","event_ratio"
"179","ATRX","NF1",0.00162808507875731,1.82486221478607,5399,421,38,267,0.00264898998613487,"Co_Occurence","ATRX, NF1","38/688"
"180","BRAF","FAT1",0.00163177783145908,1.82422933712322,5412,372,38,303,0.00264898998613487,"Co_Occurence","BRAF, FAT1","38/675"
"181","BRAF","SMARCA4",0.00181305182744573,1.74803269765901,5343,441,43,298,0.00292805527688265,"Co_Occurence","BRAF, SMARCA4","43/739"
"182","PIK3CA","FAT1",0.00182675838616548,1.78415881352334,5380,369,41,335,0.00293502311401909,"Co_Occurence","FAT1, PIK3CA","41/704"
"183","ATRX","KMT2C",0.0021999384986972,1.96760527678741,5525,295,29,276,0.00351652573321165,"Co_Occurence","ATRX, KMT2C","29/571"
"184","BRAF","PTPRD",0.00224819251504083,1.69668824944863,5286,498,47,294,0.00357536977582829,"Co_Occurence","BRAF, PTPRD","47/792"
"185","KRAS","SMARCA4",0.00233203823050063,1.35051720486838,3858,298,186,1783,0.00368993390901999,"Co_Occurence","KRAS, SMARCA4","186/2081"
"186","PTPRT","KRAS",0.00248151513749161,1.37270919586084,3898,1805,164,258,0.00388934185813205,"Co_Occurence","KRAS, PTPRT","164/2063"
"187","RB1","PTPRD",0.0024829558422315,1.7222200903711,5322,503,42,258,0.00388934185813205,"Co_Occurence","PTPRD, RB1","42/761"
"188","SETD2","NTRK3",0.00353973097070144,1.8504298642785,5497,282,30,316,0.00551703704909827,"Co_Occurence","NTRK3, SETD2","30/598"
"189","CDKN2A","NF1",0.00357828407616546,1.71495664624178,5375,420,39,291,0.00554944800894148,"Co_Occurence","CDKN2A, NF1","39/711"
"190","ATRX","ARID1A",0.00390148639668456,1.80763272765862,5454,366,33,272,0.00602081234056259,"Co_Occurence","ARID1A, ATRX","33/638"
"191","CDKN2A","ATM",0.00424330232969452,1.6867992353501,5357,438,40,290,0.00651612765616482,"Co_Occurence","ATM, CDKN2A","40/728"
"192","EGFR","PIK3CA",0.00433302251509911,1.37143271215185,3930,230,146,1819,0.00662136692405123,"Co_Occurence","EGFR, PIK3CA","146/2049"
"193","TP53","KEAP1",0.00517816868233249,0.813275163177673,2569,464,396,2696,0.00787434410330368,"Mutually_Exclusive","KEAP1, TP53","396/3160"
"194","NF1","RBM10",0.00591379257223617,1.45628610610094,4996,670,75,384,0.00894944396524846,"Co_Occurence","NF1, RBM10","75/1054"
"195","PIK3CA","ARID1A",0.00659293166096223,1.67780523081058,5388,361,38,338,0.00990404769521168,"Co_Occurence","ARID1A, PIK3CA","38/699"
"196","ARID1A","KRAS",0.00660798062224523,1.33909373195298,3910,1816,153,246,0.00990404769521168,"Co_Occurence","ARID1A, KRAS","153/2062"
"197","CDKN2A","EPHA3",0.007319513070826,1.74479661320925,5470,325,31,299,0.010918128088941,"Co_Occurence","CDKN2A, EPHA3","31/624"
"198","EPHA5","CDKN2A",0.00820970985911789,1.75220125659445,5493,301,29,302,0.0121878115485717,"Co_Occurence","CDKN2A, EPHA5","29/603"
"199","SETD2","PTPRD",0.00839924197123963,1.57829136226982,5279,500,45,301,0.0124102274988765,"Co_Occurence","PTPRD, SETD2","45/801"
"200","MGA","SMARCA4",0.00926367517252377,1.60941265324488,5342,444,40,299,0.0136230517242997,"Co_Occurence","MGA, SMARCA4","40/743"
"201","EPHA3","KRAS",0.00999842922579497,1.34434087224449,3937,1832,137,219,0.0146347031993486,"Co_Occurence","EPHA3, KRAS","137/2051"
"202","BRAF","MGA",0.0100924577618324,1.70898690812895,5475,309,30,311,0.0147034641052338,"Co_Occurence","BRAF, MGA","30/620"
"203","KMT2C","ATM",0.0102380999064866,1.61870544389585,5361,440,38,286,0.0148464325790119,"Co_Occurence","ATM, KMT2C","38/726"
"204","SETD2","STK11",0.0113383881827175,0.639891537571902,4868,911,37,309,0.0163393909527208,"Mutually_Exclusive","SETD2, STK11","37/1220"
"205","KMT2D","CDKN2A",0.0113722161030936,1.69499804117649,5461,299,31,334,0.0163393909527208,"Co_Occurence","CDKN2A, KMT2D","31/633"
"206","FAT1","KRAS",0.011822120612844,1.30705321554577,3901,1814,155,255,0.0169080672380492,"Co_Occurence","FAT1, KRAS","155/2069"
"207","MGA","CDKN2A",0.0126000087104233,1.70450718141691,5485,301,29,310,0.0179385089840879,"Co_Occurence","CDKN2A, MGA","29/611"
"208","RBM10","PTPRT",0.0132858592450063,1.42596989538129,5026,354,68,677,0.0188291655966642,"Co_Occurence","PTPRT, RBM10","68/1031"
"209","KEAP1","MGA",0.0157272836546986,1.42875439641688,4989,276,63,797,0.0221886056076448,"Co_Occurence","KEAP1, MGA","63/1073"
"210","BRAF","STK11",0.0166379932871347,1.41547563823163,4905,879,69,272,0.0233679680999083,"Co_Occurence","BRAF, STK11","69/1151"
"211","ATM","SETD2",0.0172968769717828,1.54512501890379,5340,307,39,439,0.0241846713811282,"Co_Occurence","ATM, SETD2","39/746"
"212","RB1","ATM",0.0199273135805488,0.522167316673456,5360,465,13,287,0.0277384654517661,"Mutually_Exclusive","ATM, RB1","13/752"
"213","ARID1A","KEAP1",0.0206745869342447,1.37969739603553,4938,788,72,327,0.0286510351084322,"Co_Occurence","ARID1A, KEAP1","72/1115"
"214","KMT2C","EPHA5",0.0223361497236684,1.64367054698082,5497,304,27,297,0.0308169836143329,"Co_Occurence","EPHA5, KMT2C","27/601"
"215","PIK3CA","SETD2",0.0284446075021677,1.54992794428168,5434,315,31,345,0.0390722630524282,"Co_Occurence","PIK3CA, SETD2","31/660"
"216","TP53","MGA",0.0291813551130357,1.28336676677325,2885,148,191,2901,0.0399088554609352,"Co_Occurence","MGA, TP53","191/3049"
"217","RB1","NTRK3",0.0297002575358778,1.67162143458479,5537,288,24,276,0.0404415271458031,"Co_Occurence","NTRK3, RB1","24/564"
"218","BRAF","KEAP1",0.0299276563771988,1.3883866480357,4986,798,62,279,0.0405743714441416,"Co_Occurence","BRAF, KEAP1","62/1077"
"219","SMARCA4","RBM10",0.0352604184658508,1.33677607457528,4970,671,74,410,0.0475977571083299,"Co_Occurence","RBM10, SMARCA4","74/1081"
"220","ARID1A","SETD2",0.0425664096919735,1.50271130162055,5412,314,32,367,0.0572129162526526,"Co_Occurence","ARID1A, SETD2","32/681"
"221","EPHA5","RB1",0.0486898660704238,1.56280247203211,5518,276,24,307,0.0651630969893254,"Co_Occurence","EPHA5, RB1","24/583"
"222","ATRX","PIK3CA",0.0495696703448338,1.52237226713144,5471,349,27,278,0.0660576630394907,"Co_Occurence","ATRX, PIK3CA","27/627"
"223","BRAF","RB1",0.0513874502045993,0.511751324273869,5493,291,9,332,0.0681892916727698,"Mutually_Exclusive","BRAF, RB1","9/623"
"224","BRAF","ATRX",0.0530204218471466,1.5550070202299,5504,280,25,316,0.0700586969439041,"Co_Occurence","ATRX, BRAF","25/596"
"225","SMARCA4","ARID1A",0.0541412158902292,1.40634734911496,5284,357,42,442,0.071238441960828,"Co_Occurence","ARID1A, SMARCA4","42/799"
"226","KRAS","NF1",0.0546466378373681,0.812891897652677,3826,330,129,1840,0.0716019887806186,"Mutually_Exclusive","KRAS, NF1","129/2170"
"227","PIK3CA","TP53",0.0553200295262866,1.22989449356026,2865,2884,208,168,0.0721816669184324,"Co_Occurence","PIK3CA, TP53","208/3052"
"228","NF1","BRAF",0.0557998953162589,1.44581699396212,5360,306,35,424,0.0725050614816254,"Co_Occurence","BRAF, NF1","35/730"
"229","BRAF","EPHA3",0.0564394037288683,1.48791558929846,5456,328,28,313,0.0730323547216205,"Co_Occurence","BRAF, EPHA3","28/641"
"230","ATRX","TP53",0.060363269330843,1.24886813669668,2898,2922,170,135,0.0777877182098493,"Co_Occurence","ATRX, TP53","170/3057"
"231","KMT2C","STK11",0.069100613619232,1.31268019426233,4915,886,62,262,0.0886814856509651,"Co_Occurence","KMT2C, STK11","62/1148"
"232","CDKN2A","NTRK3",0.0708369471127773,1.4995992925949,5507,288,24,306,0.0905380203384168,"Co_Occurence","CDKN2A, NTRK3","24/594"
"233","RB1","EPHA3",0.0746965734829959,1.50879533689654,5494,331,25,275,0.0948182735417485,"Co_Occurence","EPHA3, RB1","25/606"
"234","RBM10","SETD2",0.0747926541697311,1.32966147106124,5087,293,53,692,0.0948182735417485,"Co_Occurence","RBM10, SETD2","53/985"
"235","BRAF","TP53",0.0839646007076418,1.21856160136021,2880,2904,188,153,0.106015909984396,"Co_Occurence","BRAF, TP53","188/3057"
"236","RB1","NF1",0.0920403270954042,1.39747220041626,5396,429,30,270,0.115744878138084,"Co_Occurence","NF1, RB1","30/699"
"237","BRAF","NTRK3",0.098718608869752,1.44468435256753,5496,288,24,317,0.123645552191573,"Co_Occurence","BRAF, NTRK3","24/605"
"238","EPHA5","RBM10",0.100006569596767,1.305397368592,5099,695,50,281,0.124758694606745,"Co_Occurence","EPHA5, RBM10","50/976"
"239","ARID1A","RBM10",0.11257119804621,1.27485426509791,5040,686,59,340,0.139874749063383,"Co_Occurence","ARID1A, RBM10","59/1026"
"240","RB1","CDKN2A",0.115562356008746,0.593262702546175,5505,320,10,290,0.143022717832607,"Mutually_Exclusive","CDKN2A, RB1","10/610"
"241","KRAS","KMT2D",0.118780711830444,1.19453099720406,3922,234,131,1838,0.146425926812677,"Co_Occurence","KMT2D, KRAS","131/2072"
"242","RB1","SMARCA4",0.123200641511015,1.36653479573193,5372,453,31,269,0.151277801462445,"Co_Occurence","RB1, SMARCA4","31/722"
"243","SETD2","PTPRT",0.12526619948213,1.35605122374187,5388,391,31,315,0.152911259851983,"Co_Occurence","PTPRT, SETD2","31/706"
"244","RB1","KEAP1",0.125509562086507,0.74698696712479,4998,827,33,267,0.152911259851983,"Mutually_Exclusive","KEAP1, RB1","33/1094"
"245","KMT2D","RB1",0.132422089117804,1.39834893753294,5484,276,24,341,0.160706418832287,"Co_Occurence","KMT2D, RB1","24/617"
"246","EPHA5","SETD2",0.140073339232802,1.39286745789526,5473,321,25,306,0.169334307583175,"Co_Occurence","EPHA5, SETD2","25/627"
"247","BRAF","ARID1A",0.140692194908451,1.35998343308202,5414,370,29,312,0.169427016989945,"Co_Occurence","ARID1A, BRAF","29/682"
"248","SETD2","FAT1",0.148522208773971,1.34877193311249,5399,380,30,316,0.178169636245167,"Co_Occurence","FAT1, SETD2","30/696"
"249","PIK3CA","MGA",0.161107222108406,1.34808583341573,5437,312,27,349,0.192527751085571,"Co_Occurence","MGA, PIK3CA","27/661"
"250","RB1","KMT2C",0.184272760376585,1.3716426457908,5522,303,21,279,0.219372333781649,"Co_Occurence","KMT2C, RB1","21/582"
"251","CDKN2A","KRAS",0.203115225074507,1.16943311812437,3943,1852,117,213,0.240886177744909,"Co_Occurence","CDKN2A, KRAS","117/2065"
"252","FAT1","RBM10",0.210486612371579,1.20587423405045,5028,687,58,352,0.248684560930504,"Co_Occurence","FAT1, RBM10","58/1039"
"253","ATM","KEAP1",0.217740122823859,1.17260196193178,4863,784,76,402,0.256285455301153,"Co_Occurence","ATM, KEAP1","76/1186"
"254","EGFR","RBM10",0.224589467462832,0.898657725322549,3639,521,224,1741,0.263355379295066,"Mutually_Exclusive","EGFR, RBM10","224/2262"
"255","PIK3CA","NTRK3",0.227003088997818,1.29278692747933,5461,288,24,352,0.265190524530162,"Co_Occurence","NTRK3, PIK3CA","24/640"
"256","SETD2","NF1",0.247181177929579,0.746290355265192,5340,439,20,326,0.287687590700162,"Mutually_Exclusive","NF1, SETD2","20/765"
"257","PIK3CA","KEAP1",0.250820395130841,0.823075042227431,4934,815,45,331,0.290839975801068,"Mutually_Exclusive","KEAP1, PIK3CA","45/1146"
"258","PIK3CA","RBM10",0.253703810471029,1.19905483465186,5057,692,53,323,0.293095899342686,"Co_Occurence","PIK3CA, RBM10","53/1015"
"259","SETD2","TP53",0.293282918330881,0.888261529654269,2852,2927,165,181,0.337572419809946,"Mutually_Exclusive","SETD2, TP53","165/3108"
"260","RBM10","CDKN2A",0.29949711882366,1.18078634861015,5096,284,46,699,0.343459998650987,"Co_Occurence","CDKN2A, RBM10","46/983"
"261","SMARCA4","TP53",0.320125405394783,1.10056212560413,2804,2837,255,229,0.365774000679597,"Co_Occurence","SMARCA4, TP53","255/3066"
"262","EPHA3","SETD2",0.343979062699193,1.22280970556106,5447,322,24,332,0.391597293601085,"Co_Occurence","EPHA3, SETD2","24/654"
"263","MGA","RB1",0.364443951183584,1.23282363820946,5506,280,20,319,0.413389236823485,"Co_Occurence","MGA, RB1","20/599"
"264","RBM10","KEAP1",0.367892956548186,0.893731351482833,4616,764,96,649,0.415792220330228,"Mutually_Exclusive","KEAP1, RBM10","96/1413"
"265","CDKN2A","BRAF",0.386068744613662,1.22610786697567,5476,319,22,308,0.43476209979016,"Co_Occurence","BRAF, CDKN2A","22/627"
"266","RB1","PTPRT",0.41363048858786,1.18567514882868,5427,398,24,276,0.464127567984583,"Co_Occurence","PTPRT, RB1","24/674"
"267","ATM","PIK3CA",0.428305024126109,0.83273507870453,5296,351,25,453,0.478874132520247,"Mutually_Exclusive","ATM, PIK3CA","25/804"
"268","KMT2D","RBM10",0.45707601360871,1.12816003408073,5064,696,49,316,0.509220157763714,"Co_Occurence","KMT2D, RBM10","49/1012"
"269","PIK3CA","KRAS",0.458973422904894,0.913394622846163,3894,1855,114,262,0.509517565391756,"Mutually_Exclusive","KRAS, PIK3CA","114/2117"
"270","PIK3CA","EPHA5",0.481689824949304,1.15098487018964,5441,308,23,353,0.532842726713832,"Co_Occurence","EPHA5, PIK3CA","23/661"
"271","BRAF","PIK3CA",0.485065701749416,1.16830731197513,5432,352,24,317,0.534684415508616,"Co_Occurence","BRAF, PIK3CA","24/669"
"272","PIK3CA","EPHA3",0.493799848040397,1.16582160825657,5418,331,25,351,0.542398778603248,"Co_Occurence","EPHA3, PIK3CA","25/682"
"273","SETD2","RB1",0.522217465047567,0.809909220049325,5493,286,14,332,0.571604055437354,"Mutually_Exclusive","RB1, SETD2","14/618"
"274","CDKN2A","STK11",0.531597689675497,1.09787814292714,4902,893,55,275,0.579840411949713,"Co_Occurence","CDKN2A, STK11","55/1168"
"275","ATM","SMARCA4",0.537411847239762,1.10208324736104,5204,443,41,437,0.584143312217132,"Co_Occurence","ATM, SMARCA4","41/880"
"276","RBM10","KMT2C",0.540674073561196,1.11151714872231,5099,281,43,702,0.585652159403376,"Co_Occurence","KMT2C, RBM10","43/983"
"277","KRAS","SETD2",0.553981070130874,0.928383233656132,3916,240,106,1863,0.597993383129182,"Mutually_Exclusive","KRAS, SETD2","106/2103"
"278","PIK3CA","PTPRD",0.575252113753978,0.881185339313693,5234,515,30,346,0.618816817721578,"Mutually_Exclusive","PIK3CA, PTPRD","30/861"
"279","KMT2C","KRAS",0.582311649887479,1.07417668113713,3941,1860,109,215,0.624262060342495,"Co_Occurence","KMT2C, KRAS","109/2075"
"280","CDKN2A","ATRX",0.603896272211257,0.837973657934064,5504,291,14,316,0.645188325012026,"Mutually_Exclusive","ATRX, CDKN2A","14/607"
"281","CDKN2A","PIK3CA",0.637823335281584,1.09781484547435,5441,354,22,308,0.679113431943765,"Co_Occurence","CDKN2A, PIK3CA","22/662"
"282","PIK3CA","PTPRT",0.673683976157602,1.09350730589955,5355,394,28,348,0.714859906788627,"Co_Occurence","PIK3CA, PTPRT","28/742"
"283","BRAF","ATM",0.677620618077653,0.888839353409281,5330,454,24,317,0.716603868525436,"Mutually_Exclusive","ATM, BRAF","24/771"
"284","KMT2C","CDKN2A",0.703669110973483,1.09963530509749,5490,311,19,305,0.741641137198021,"Co_Occurence","CDKN2A, KMT2C","19/616"
"285","CDKN2A","SETD2",0.712875109459452,1.08234844936824,5469,326,20,310,0.74881839228934,"Co_Occurence","CDKN2A, SETD2","20/636"
"286","RB1","ARID1A",0.718451992873991,1.08464861221256,5447,378,21,279,0.752148233745803,"Co_Occurence","ARID1A, RB1","21/657"
"287","BRAF","RBM10",0.733349612124484,0.928843742204406,5078,706,39,302,0.765181147876131,"Mutually_Exclusive","BRAF, RBM10","39/1008"
"288","ATRX","STK11",0.745708507108439,1.0477300979811,4921,899,49,256,0.775487216210939,"Co_Occurence","ATRX, STK11","49/1155"
"289","PIK3CA","SMARCA4",0.767453134178972,1.05049561984214,5296,453,31,345,0.795453082689648,"Co_Occurence","PIK3CA, SMARCA4","31/798"
"290","ATRX","RB1",0.784736061300357,1.07914582165493,5536,284,16,289,0.810677749277228,"Co_Occurence","ATRX, RB1","16/573"
"291","ATRX","SETD2",0.799273846313963,1.05014768333701,5492,328,18,287,0.822975541921297,"Co_Occurence","ATRX, SETD2","18/615"
"292","RBM10","STK11",0.829038143348313,0.973210726086904,4545,835,113,632,0.850819112631684,"Mutually_Exclusive","RBM10, STK11","113/1467"
"293","NF1","PIK3CA",0.839836560697603,1.03378552478688,5319,347,29,430,0.859079951613752,"Co_Occurence","NF1, PIK3CA","29/777"
"294","RB1","RBM10",0.856415574117285,0.951501436817074,5115,710,35,265,0.872750006352792,"Mutually_Exclusive","RB1, RBM10","35/975"
"295","NTRK3","RBM10",0.858786006251147,1.0333865356854,5107,706,39,273,0.872750006352792,"Co_Occurence","NTRK3, RBM10","39/979"
"296","NF1","STK11",0.89329026585641,1.01730726023044,4790,876,72,387,0.904872635591987,"Co_Occurence","NF1, STK11","72/1263"
"297","PIK3CA","KMT2D",0.91029323677199,1.03011037754567,5407,342,23,353,0.919116757645386,"Co_Occurence","KMT2D, PIK3CA","23/695"
"298","STK11","MGA",0.938414506518432,1.01270702098531,4891,286,53,895,0.944459044402609,"Co_Occurence","MGA, STK11","53/1181"
"299","ARID1A","STK11",0.943037411815955,1.00501631792051,4840,886,62,337,0.946064819237515,"Co_Occurence","ARID1A, STK11","62/1223"
"300","SETD2","KEAP1",1,0.985289058225781,4967,812,48,298,1,"Mutually_Exclusive","KEAP1, SETD2","48/1110"
