"","gene1","gene2","pValue","oddsRatio","00","01","11","10","pAdj","Event","pair","event_ratio"
"178","MUC17","COL11A1",2.3295302709577e-05,2.89875543376089,384,78,36,61,3.80466207408527e-05,"Co_Occurence","COL11A1, MUC17","36/139"
"179","PCDH15","FLG",2.33149691899945e-05,2.76552656940941,370,89,40,60,3.80466207408527e-05,"Co_Occurence","FLG, PCDH15","40/149"
"180","CSMD3","XIRP2",2.5023427671741e-05,2.36019901851264,285,62,72,140,4.06224475190602e-05,"Co_Occurence","CSMD3, XIRP2","72/202"
"181","MUC17","FAT3",2.79096672363767e-05,2.9164192792223,390,72,34,63,4.50737519967326e-05,"Co_Occurence","FAT3, MUC17","34/135"
"182","CSMD1","RYR2",2.87383033884156e-05,2.56324203830449,315,144,54,46,4.61733666266319e-05,"Co_Occurence","CSMD1, RYR2","54/190"
"183","APOB","ANK2",3.05621185053664e-05,2.93564146119701,388,71,35,65,4.86038780301629e-05,"Co_Occurence","ANK2, APOB","35/136"
"184","PCDH15","FAT3",3.05621185053664e-05,2.93564146119701,388,71,35,65,4.86038780301629e-05,"Co_Occurence","FAT3, PCDH15","35/136"
"185","ANK2","ZNF536",3.55999482899927e-05,2.78535079730134,380,73,37,69,5.63290321044193e-05,"Co_Occurence","ANK2, ZNF536","37/142"
"186","NAV3","ZNF536",3.92423761902778e-05,2.6901320616956,373,71,39,76,6.17795594935106e-05,"Co_Occurence","NAV3, ZNF536","39/147"
"187","FLG","CSMD3",4.9370379775331e-05,2.30439055978007,287,143,69,60,7.72321692230622e-05,"Co_Occurence","CSMD3, FLG","69/203"
"188","TNR","PCDH15",4.95521597735167e-05,2.95088837174417,396,68,32,63,7.72321692230622e-05,"Co_Occurence","PCDH15, TNR","32/131"
"189","COL11A1","TP53",5.86200939160658e-05,2.42402263855852,244,201,76,38,9.09120563214421e-05,"Co_Occurence","COL11A1, TP53","76/239"
"190","PCDH15","SPTA1",5.98373123938247e-05,2.65279545026908,373,86,38,62,9.23415314719519e-05,"Co_Occurence","PCDH15, SPTA1","38/148"
"191","APOB","TP53",6.1345285538284e-05,2.53766607839151,250,209,68,32,9.37427957492115e-05,"Co_Occurence","APOB, TP53","68/241"
"192","PCDH15","TP53",6.1345285538284e-05,2.53766607839151,250,209,68,32,9.37427957492115e-05,"Co_Occurence","PCDH15, TP53","68/241"
"193","PCDH15","ANK2",6.4511427082492e-05,2.76298670757491,387,72,34,66,9.76262516381538e-05,"Co_Occurence","ANK2, PCDH15","34/138"
"194","APOB","FAT3",6.4511427082492e-05,2.76298670757491,387,72,34,66,9.76262516381538e-05,"Co_Occurence","APOB, FAT3","34/138"
"195","TNR","TP53",6.96392336671417e-05,2.57116772846234,252,212,65,30,0.000104878363956539,"Co_Occurence","TNR, TP53","65/242"
"196","ADAMTS12","LRP1B",7.95422303338064e-05,2.46829595368876,327,135,49,48,0.000119217971123811,"Co_Occurence","ADAMTS12, LRP1B","49/183"
"197","FAT3","ANK2",9.90099554370845e-05,2.64661115141828,382,71,35,71,0.000147415381949503,"Co_Occurence","ANK2, FAT3","35/142"
"198","NAV3","FLG",9.92990012811846e-05,2.48141729455342,358,86,43,72,0.000147415381949503,"Co_Occurence","FLG, NAV3","43/158"
"199","CSMD1","MUC16",0.000113904742635434,2.41061456054285,292,167,58,42,0.000168298969615003,"Co_Occurence","CSMD1, MUC16","58/209"
"200","LRP1B","PCLO",0.000115524505057705,2.37783518780831,323,52,51,133,0.000169888978026037,"Co_Occurence","LRP1B, PCLO","51/185"
"201","ZNF536","ZFHX4",0.000128805587588029,2.33926110958822,328,121,51,59,0.000188532768717842,"Co_Occurence","ZFHX4, ZNF536","51/180"
"202","CSMD3","ANK2",0.0001383607892402,2.34226108425757,299,48,58,154,0.000201574576398893,"Co_Occurence","ANK2, CSMD3","58/202"
"203","TNR","NAV3",0.000139527097057025,2.63002463843843,383,81,34,61,0.000202330477170861,"Co_Occurence","NAV3, TNR","34/142"
"204","ANK2","TNR",0.000152962455720681,2.67114976014353,390,63,32,74,0.000220788764031006,"Co_Occurence","ANK2, TNR","32/137"
"205","ZNF536","CSMD1",0.000157007764819512,2.59078705320541,383,66,34,76,0.000225585868993552,"Co_Occurence","CSMD1, ZNF536","34/142"
"206","COL11A1","RYR2",0.000173145728883246,2.25286977238202,305,140,58,56,0.000247634051606474,"Co_Occurence","COL11A1, RYR2","58/196"
"207","TP53","KRAS",0.000180670824485703,0.477289843666204,187,95,54,223,0.000257219283151627,"Mutually_Exclusive","KRAS, TP53","54/318"
"208","CSMD1","ZFHX4",0.000185898739764971,2.3654735841647,334,125,47,53,0.000263461932773486,"Co_Occurence","CSMD1, ZFHX4","47/178"
"209","TP53","ADAMTS12",0.000204092780960684,2.39163989062309,250,32,65,212,0.000287941282393742,"Co_Occurence","ADAMTS12, TP53","65/244"
"210","MUC17","LRP1B",0.000209509651275163,2.34423260268444,326,136,48,49,0.000294255128195454,"Co_Occurence","LRP1B, MUC17","48/185"
"211","ADAMTS12","ZNF536",0.000218807524868132,2.57289902073818,385,77,33,64,0.000305938932981169,"Co_Occurence","ADAMTS12, ZNF536","33/141"
"212","FAT3","TP53",0.000221356862180981,2.30735254837001,246,207,70,36,0.00030812480815838,"Co_Occurence","FAT3, TP53","70/243"
"213","USH2A","ANK2",0.000227470158433922,2.31893746532431,334,58,48,119,0.000315230263905104,"Co_Occurence","ANK2, USH2A","48/177"
"214","SPTA1","ADAMTS12",0.000236690821770624,2.50331013980075,374,61,36,88,0.000325124755179429,"Co_Occurence","ADAMTS12, SPTA1","36/149"
"215","SPTA1","MUC17",0.000236690821770624,2.50331013980075,374,61,36,88,0.000325124755179429,"Co_Occurence","MUC17, SPTA1","36/149"
"216","CSMD1","LRP1B",0.000248951097377163,2.3021377331157,324,135,49,51,0.000340469225078177,"Co_Occurence","CSMD1, LRP1B","49/186"
"217","NAV3","ADAMTS12",0.000268939428063038,2.53350188910187,381,63,34,81,0.000364614192059434,"Co_Occurence","ADAMTS12, NAV3","34/144"
"218","NAV3","MUC17",0.000268939428063038,2.53350188910187,381,63,34,81,0.000364614192059434,"Co_Occurence","MUC17, NAV3","34/144"
"219","FAT3","NAV3",0.000288733372987151,2.43015030513988,374,79,36,70,0.000389758872822829,"Co_Occurence","FAT3, NAV3","36/149"
"220","RYR2","SPTA1",0.000415758432679489,2.10316362171173,298,63,61,137,0.000558815097687487,"Co_Occurence","RYR2, SPTA1","61/200"
"221","TNR","MUC17",0.000513066003083371,2.55356499489424,396,68,29,66,0.000686651503055903,"Co_Occurence","MUC17, TNR","29/134"
"222","FLG","ADAMTS12",0.000531895236690561,2.33751813247375,369,61,36,93,0.000708815613926656,"Co_Occurence","ADAMTS12, FLG","36/154"
"223","FLG","LRP1B",0.000597453510500007,2.05375282765152,305,125,59,70,0.000792799244294069,"Co_Occurence","FLG, LRP1B","59/195"
"224","MUC17","ZNF536",0.000641367478658366,2.41910343958015,384,78,32,65,0.000847472884062324,"Co_Occurence","MUC17, ZNF536","32/143"
"225","MUC17","CSMD1",0.000667533540108703,2.50250643686373,392,70,30,67,0.000878333605406188,"Co_Occurence","CSMD1, MUC17","30/137"
"226","TNR","PCLO",0.000701740388566144,2.46729877111424,391,73,30,65,0.000919471159022727,"Co_Occurence","PCLO, TNR","30/138"
"227","FAT3","COL11A1",0.000714581248233203,2.32970687889548,374,79,35,71,0.000932386806149795,"Co_Occurence","COL11A1, FAT3","35/150"
"228","NAV3","TP53",0.000817784510789911,2.04222194966519,240,204,73,42,0.00106260981131745,"Co_Occurence","NAV3, TP53","73/246"
"229","PCDH15","PCLO",0.000906863396744319,2.41049717154734,387,72,31,69,0.00116923605010296,"Co_Occurence","PCDH15, PCLO","31/141"
"230","CSMD3","CSMD1",0.000907327174879896,2.12465236358722,300,47,53,159,0.00116923605010296,"Co_Occurence","CSMD1, CSMD3","53/206"
"231","PCLO","FLG",0.00110128205403641,2.21445980940252,364,92,37,66,0.00141334965867096,"Co_Occurence","FLG, PCLO","37/158"
"232","FLG","COL11A1",0.00110695393152056,2.15881100207474,356,74,40,89,0.00141481841963262,"Co_Occurence","COL11A1, FLG","40/163"
"233","PCLO","ANK2",0.00119947956268334,2.32239385401702,382,74,32,71,0.00152683243722422,"Co_Occurence","ANK2, PCLO","32/145"
"234","XIRP2","MUC17",0.0015435417613014,2.18855438617935,364,61,36,98,0.00195682271970259,"Co_Occurence","MUC17, XIRP2","36/159"
"235","KRAS","CSMD1",0.00166128853348105,2.13743899138226,350,60,40,109,0.00209758653217305,"Co_Occurence","CSMD1, KRAS","40/169"
"236","CSMD1","ADAMTS12",0.00329666167600885,2.19445285713383,390,69,28,72,0.00414570130282804,"Co_Occurence","ADAMTS12, CSMD1","28/141"
"237","COL11A1","KEAP1",0.00358558767424668,2.10396646571968,378,67,31,83,0.00449096652586007,"Co_Occurence","COL11A1, KEAP1","31/150"
"238","NAV3","KEAP1",0.00552173355388192,2.0734953833096,377,67,31,84,0.00688839016202836,"Co_Occurence","KEAP1, NAV3","31/151"
"239","PCLO","ZNF536",0.00566701146600717,2.05167163212335,377,79,31,72,0.00704151524106258,"Co_Occurence","PCLO, ZNF536","31/151"
"240","ADAMTS12","PCLO",0.00580610969777004,2.09072405319004,387,75,28,69,0.00716457316309997,"Co_Occurence","ADAMTS12, PCLO","28/144"
"241","CSMD1","FLG",0.00581190174990669,1.9711900438335,364,95,34,66,0.00716457316309997,"Co_Occurence","CSMD1, FLG","34/161"
"242","CSMD1","NAV3",0.006175765245141,2.00288547064889,375,84,31,69,0.00758320879806115,"Co_Occurence","CSMD1, NAV3","31/153"
"243","TNR","ADAMTS12",0.00709405341853394,2.08255413154694,393,71,26,69,0.00867667981718927,"Co_Occurence","ADAMTS12, TNR","26/140"
"244","ADAMTS12","COL11A1",0.0079575342635267,2.01207484932542,378,84,30,67,0.00969485168558321,"Co_Occurence","ADAMTS12, COL11A1","30/151"
"245","MUC17","APOB",0.00818053649390417,2.05233664571158,389,73,27,70,0.00992783555085457,"Co_Occurence","APOB, MUC17","27/143"
"246","ADAMTS12","FAT3",0.00980061205041385,1.99496643408148,384,78,28,69,0.01184793526404,"Co_Occurence","ADAMTS12, FAT3","28/147"
"247","TP53","SPTA1",0.0110742529174625,1.68980362887785,232,50,74,203,0.0133360463842275,"Co_Occurence","SPTA1, TP53","74/253"
"248","ANK2","CSMD1",0.016084874523387,1.89715221238667,381,72,28,78,0.0192218863807206,"Co_Occurence","ANK2, CSMD1","28/150"
"249","FAT3","CSMD1",0.016084874523387,1.89715221238667,381,72,28,78,0.0192218863807206,"Co_Occurence","CSMD1, FAT3","28/150"
"250","ANK2","SPTA1",0.0189351958151995,1.79627650853512,362,91,33,73,0.0225418997799994,"Co_Occurence","ANK2, SPTA1","33/164"
"251","APOB","KEAP1",0.0195946250490047,1.88612157220363,387,72,26,74,0.0232384073161821,"Co_Occurence","APOB, KEAP1","26/146"
"252","KEAP1","ZFHX4",0.0218160488101524,1.71722300046425,329,132,40,58,0.0257751049269287,"Co_Occurence","KEAP1, ZFHX4","40/190"
"253","MUC16","KRAS",0.0324913266060146,1.51195587069671,256,78,71,154,0.0382430868714862,"Co_Occurence","KRAS, MUC16","71/232"
"254","ADAMTS12","ANK2",0.0334357582589311,1.74655906993036,382,80,26,71,0.0392070336056885,"Co_Occurence","ADAMTS12, ANK2","26/151"
"255","KEAP1","TNR",0.0375533393949715,1.77951720423718,390,71,24,74,0.0438707235922564,"Co_Occurence","KEAP1, TNR","24/145"
"256","MUC17","ADAMTS12",0.0393843011099604,1.74986673075922,389,73,24,73,0.0458383392806802,"Co_Occurence","ADAMTS12, MUC17","24/146"
"257","TNR","KRAS",0.0410060340383444,0.548708586915943,332,132,17,78,0.0475487407680247,"Mutually_Exclusive","KRAS, TNR","17/210"
"258","KRAS","LRP1B",0.0528554949438309,1.49361105937744,285,125,59,90,0.0610622631051652,"Co_Occurence","KRAS, LRP1B","59/215"
"259","SPTA1","ZNF536",0.0555928323189456,1.59053055499425,357,78,32,92,0.0639880666654532,"Co_Occurence","SPTA1, ZNF536","32/170"
"260","KEAP1","SPTA1",0.0607080935161115,1.61769078119629,366,95,29,69,0.069619373298293,"Co_Occurence","KEAP1, SPTA1","29/164"
"261","ZFHX4","KRAS",0.0625459148029883,1.46427475958039,293,94,55,117,0.0714647106981128,"Co_Occurence","KRAS, ZFHX4","55/211"
"262","ZNF536","KEAP1",0.0689319276468385,1.61916472399222,377,72,26,84,0.0784744167199892,"Co_Occurence","KEAP1, ZNF536","26/156"
"263","CSMD1","TP53",0.0770965193323538,1.51223179769854,240,219,58,42,0.0874506798234504,"Co_Occurence","CSMD1, TP53","58/261"
"264","CSMD3","KEAP1",0.0853309408339156,1.49357909997925,294,53,45,167,0.0964409367471922,"Co_Occurence","CSMD3, KEAP1","45/220"
"265","PCLO","CSMD1",0.118594796294083,1.51775418547,380,76,24,79,0.133552698529373,"Co_Occurence","CSMD1, PCLO","24/155"
"266","APOB","KRAS",0.133811496340997,1.45534750092717,343,116,33,67,0.150147549754261,"Co_Occurence","APOB, KRAS","33/183"
"267","TP53","KEAP1",0.149827049279126,0.721703369949784,226,56,42,235,0.167516826117091,"Mutually_Exclusive","KEAP1, TP53","42/291"
"268","RYR2","KEAP1",0.162894929474431,1.39187695744711,304,57,41,157,0.181478308238002,"Co_Occurence","KEAP1, RYR2","41/214"
"269","PCDH15","KEAP1",0.194147324719197,1.4204296581116,383,76,22,78,0.215527669537297,"Co_Occurence","KEAP1, PCDH15","22/154"
"270","CSMD1","TNR",0.241852903084071,1.38213898311164,385,74,21,79,0.267536397216892,"Co_Occurence","CSMD1, TNR","21/153"
"271","ZNF536","KRAS",0.279405794318267,1.29871920921615,334,115,34,76,0.307986986682393,"Co_Occurence","KRAS, ZNF536","34/191"
"272","KRAS","RYR2",0.317774811619543,1.22872171328015,270,140,58,91,0.349049661269269,"Co_Occurence","KRAS, RYR2","58/231"
"273","FLG","KEAP1",0.359138761936949,1.25462224392954,358,72,26,103,0.393102848004541,"Co_Occurence","FLG, KEAP1","26/175"
"274","TTN","KEAP1",0.369518721205529,1.24549390503065,265,51,47,196,0.403052706376013,"Co_Occurence","KEAP1, TTN","47/247"
"275","USH2A","KEAP1",0.395354550486118,1.23839925554082,327,65,33,134,0.429733207050129,"Co_Occurence","KEAP1, USH2A","33/199"
"276","KRAS","KEAP1",0.453864030468223,1.19390653133854,341,69,29,120,0.491620483609427,"Co_Occurence","KEAP1, KRAS","29/189"
"277","KRAS","USH2A",0.46636680986606,1.16183176836048,291,119,48,101,0.503418404432275,"Co_Occurence","KRAS, USH2A","48/220"
"278","KEAP1","MUC16",0.496448901867128,0.835903438219208,272,189,36,62,0.534045720597169,"Mutually_Exclusive","KEAP1, MUC16","36/251"
"279","CSMD1","SPTA1",0.506542234782111,1.21173159942118,360,99,25,75,0.543034128196945,"Co_Occurence","CSMD1, SPTA1","25/174"
"280","ANK2","KRAS",0.542017915317754,1.17308251678556,335,118,31,75,0.577105957535939,"Co_Occurence","ANK2, KRAS","31/193"
"281","FAT3","KRAS",0.542017915317754,1.17308251678556,335,118,31,75,0.577105957535939,"Co_Occurence","FAT3, KRAS","31/193"
"282","ADAMTS12","KEAP1",0.558325976982557,1.18062096250785,383,79,19,78,0.592451164030727,"Co_Occurence","ADAMTS12, KEAP1","19/157"
"283","ADAMTS12","KRAS",0.613968897825033,1.1433166237508,341,121,28,69,0.649290289578081,"Co_Occurence","ADAMTS12, KRAS","28/190"
"284","KRAS","PCLO",0.622064318374659,0.858355835198713,332,78,25,124,0.655632713295382,"Mutually_Exclusive","KRAS, PCLO","25/202"
"285","KRAS","PCDH15",0.71022055848379,0.900692663851438,335,75,25,124,0.746029998407342,"Mutually_Exclusive","KRAS, PCDH15","25/199"
"286","MUC17","KEAP1",0.769742885994446,1.0878181600258,382,80,18,79,0.805004861817812,"Co_Occurence","KEAP1, MUC17","18/159"
"287","PCLO","KEAP1",0.775266412777087,1.07927384899862,377,79,19,84,0.805004861817812,"Co_Occurence","KEAP1, PCLO","19/163"
"288","KEAP1","ANK2",0.776668690681825,0.877440947052692,372,89,17,81,0.805004861817812,"Mutually_Exclusive","ANK2, KEAP1","17/170"
"289","KEAP1","FAT3",0.776668690681825,0.877440947052692,372,89,17,81,0.805004861817812,"Mutually_Exclusive","FAT3, KEAP1","17/170"
"290","KEAP1","LRP1B",0.813583508506586,0.931528457708887,308,153,31,67,0.840478831101845,"Mutually_Exclusive","KEAP1, LRP1B","31/220"
"291","KRAS","SPTA1",0.818801022390068,1.05111248875184,320,90,34,115,0.843081777584501,"Co_Occurence","KRAS, SPTA1","34/205"
"292","KEAP1","CSMD1",0.885094040791087,1.03986827464039,379,82,18,80,0.908347743012199,"Co_Occurence","CSMD1, KEAP1","18/162"
"293","KEAP1","XIRP2",0.896724845821789,1.03482699189246,351,110,24,74,0.917271732632764,"Co_Occurence","KEAP1, XIRP2","24/184"
"294","COL11A1","KRAS",0.905698004310507,1.03493816930639,327,118,31,83,0.923427818424252,"Co_Occurence","COL11A1, KRAS","31/201"
"295","XIRP2","KRAS",0.911183002587594,0.964528771747864,311,114,35,99,0.925998986369506,"Mutually_Exclusive","KRAS, XIRP2","35/213"
"296","CSMD3","KRAS",0.921808669914188,1.01925758165647,255,92,57,155,0.933760808259915,"Co_Occurence","CSMD3, KRAS","57/247"
"297","MUC17","KRAS",1,1.00925856507087,339,123,26,71,1,"Co_Occurence","KRAS, MUC17","26/194"
"298","KRAS","TTN",1,1.00854652422465,232,178,65,84,1,"Co_Occurence","KRAS, TTN","65/262"
"299","FLG","KRAS",1,0.980354353304663,315,115,34,95,1,"Mutually_Exclusive","FLG, KRAS","34/210"
"300","NAV3","KRAS",1,1.01955156216691,326,118,31,84,1,"Co_Occurence","KRAS, NAV3","31/202"
