"","gene1","gene2","pValue","oddsRatio","00","01","11","10","pAdj","Event","pair","event_ratio"
"190","ANK2","XIRP2",0.0101365422042404,3.80946841474377,252,23,7,20,0.0156428120435809,"Co_Occurence","ANK2, XIRP2","7/43"
"191","LRP1B","FLG",0.0103018066715792,3.2103605964514,241,28,9,24,0.0158197276897715,"Co_Occurence","FLG, LRP1B","9/52"
"192","MUC17","AHNAK2",0.0104112888229803,4.26694322719319,258,18,6,20,0.0159096711842609,"Co_Occurence","AHNAK2, MUC17","6/38"
"193","CSMD3","NEB",0.0117997498995161,3.72478668099153,249,15,7,31,0.0179436586063202,"Co_Occurence","CSMD3, NEB","7/46"
"194","MUC16","XIRP2",0.0125756166627882,3.26044638772894,236,20,10,36,0.0190308968867861,"Co_Occurence","MUC16, XIRP2","10/56"
"195","FLG","CSMD1",0.0132121372391894,3.60887669950386,249,16,7,30,0.0198023639676101,"Co_Occurence","CSMD1, FLG","7/46"
"196","FLG","PRDM9",0.0132121372391894,3.60887669950386,249,16,7,30,0.0198023639676101,"Co_Occurence","FLG, PRDM9","7/46"
"197","NEB","XIRP2",0.0138092560626201,3.97187169477088,256,24,6,16,0.0205985323129775,"Co_Occurence","NEB, XIRP2","6/40"
"198","MUC16","FLG",0.0140661064325406,2.76818441747409,230,26,11,35,0.0206744604540034,"Co_Occurence","FLG, MUC16","11/61"
"199","KRAS","FAT3",0.0141247913821751,3.52061069576717,250,19,7,26,0.0206744604540034,"Co_Occurence","FAT3, KRAS","7/45"
"200","LRP1B","FAT3",0.0141247913821751,3.52061069576717,250,19,7,26,0.0206744604540034,"Co_Occurence","FAT3, LRP1B","7/45"
"201","LRP1B","MUC17",0.0141247913821751,3.52061069576717,250,19,7,26,0.0206744604540034,"Co_Occurence","LRP1B, MUC17","7/45"
"202","MUC16","USH2A",0.0147521339294305,2.56212171015598,222,34,13,33,0.0214920366104757,"Co_Occurence","MUC16, USH2A","13/67"
"203","PRDM9","CSMD3",0.0153777978266885,3.47947135207436,248,31,7,16,0.0222995908159636,"Co_Occurence","CSMD3, PRDM9","7/47"
"204","ZFHX4","EGFR",0.0156640036129895,0.403081483062448,133,130,11,28,0.0226097049841073,"Mutually_Exclusive","EGFR, ZFHX4","11/158"
"205","TP53","MUC17",0.0163254048605888,2.80765384789471,186,11,15,90,0.0234560414663632,"Co_Occurence","MUC17, TP53","15/101"
"206","FLG","AHNAK2",0.0169631179953153,3.38458827418288,248,17,7,30,0.0242607522816295,"Co_Occurence","AHNAK2, FLG","7/47"
"207","NEB","PRDM9",0.0179740137888296,4.2474793685265,262,18,5,17,0.0255894273758964,"Co_Occurence","NEB, PRDM9","5/35"
"208","SPTA1","MUC17",0.0190476600820444,3.61982235245859,255,20,6,21,0.0269949831094733,"Co_Occurence","MUC17, SPTA1","6/41"
"209","AHNAK2","CSMD3",0.0196808097129612,3.26254435801833,247,31,7,17,0.0277663793918753,"Co_Occurence","AHNAK2, CSMD3","7/48"
"210","USH2A","LRP1B",0.0207244409072473,2.71461862877798,232,23,10,37,0.0291073608247856,"Co_Occurence","LRP1B, USH2A","10/60"
"211","LRP1B","CSMD3",0.0214432323944978,3.08772231592701,240,29,9,24,0.0299821482025977,"Co_Occurence","CSMD3, LRP1B","9/53"
"212","PRDM9","CSMD1",0.021784652699249,3.99831006075966,261,18,5,18,0.030323848412095,"Co_Occurence","CSMD1, PRDM9","5/36"
"213","PCLO","TP53",0.0227460659759201,2.53598111231172,184,89,16,13,0.0314366037624246,"Co_Occurence","PCLO, TP53","16/102"
"214","ZFHX4","LRP1B",0.0227852504070054,2.97302837538529,239,24,9,30,0.0314366037624246,"Co_Occurence","LRP1B, ZFHX4","9/54"
"215","EGFR","CSMD3",0.0232900958257878,0.421097461526041,134,27,11,130,0.0319918898705876,"Mutually_Exclusive","CSMD3, EGFR","11/157"
"216","SI","CSMD3",0.0247783825470588,3.07014878149578,246,31,7,18,0.0338872846650147,"Co_Occurence","CSMD3, SI","7/49"
"217","SPTA1","EGFR",0.0263950086319075,0.369418434311152,141,134,7,20,0.0359409158931202,"Mutually_Exclusive","EGFR, SPTA1","7/154"
"218","FAT3","PCLO",0.0270273608627604,3.28109908793625,253,23,6,20,0.0366423005189269,"Co_Occurence","FAT3, PCLO","6/43"
"219","SI","MUC4",0.0309429671843375,3.57361799286653,259,18,5,20,0.0415900096563676,"Co_Occurence","MUC4, SI","5/38"
"220","SI","ZNF536",0.0309429671843375,3.57361799286653,259,18,5,20,0.0415900096563676,"Co_Occurence","SI, ZNF536","5/38"
"221","LRP1B","XIRP2",0.0314172257916113,2.86590116109613,246,23,7,26,0.0420466083934842,"Co_Occurence","LRP1B, XIRP2","7/49"
"222","AHNAK2","KRAS",0.0339489849666681,3.08225811650706,251,27,6,18,0.0452411846570737,"Co_Occurence","AHNAK2, KRAS","6/45"
"223","NEB","SPTA1",0.0352980933209264,3.42783911102301,258,22,5,17,0.0468392958080234,"Co_Occurence","NEB, SPTA1","5/39"
"224","FAT3","EGFR",0.0401108879419693,0.391548285515601,142,134,7,19,0.0530006447436169,"Mutually_Exclusive","EGFR, FAT3","7/153"
"225","KRAS","SI",0.0411302861300132,2.90961554592368,250,19,6,27,0.054118797539491,"Co_Occurence","KRAS, SI","6/46"
"226","SPTA1","MUC4",0.0422893631336829,3.22638491137284,257,18,5,22,0.0554105911080751,"Co_Occurence","MUC4, SPTA1","5/40"
"227","CTNND2","AHNAK2",0.0431555602005508,3.20228062520973,257,19,5,21,0.0560753121109029,"Co_Occurence","AHNAK2, CTNND2","5/40"
"228","FAT3","AHNAK2",0.0431555602005508,3.20228062520973,257,19,5,21,0.0560753121109029,"Co_Occurence","AHNAK2, FAT3","5/40"
"229","RYR2","MUC16",0.0450409851582863,2.22150044332211,221,34,12,35,0.058282848289708,"Co_Occurence","MUC16, RYR2","12/69"
"230","KRAS","CSMD3",0.047493770135047,2.53916087555183,239,30,8,25,0.0612033120296997,"Co_Occurence","CSMD3, KRAS","8/55"
"231","MUC17","KRAS",0.0492319345543646,2.75399411797582,249,27,6,20,0.0631826675492359,"Co_Occurence","KRAS, MUC17","6/47"
"232","ZNF536","EGFR",0.0497341931306899,0.377590781850967,144,135,6,17,0.0634953559019962,"Mutually_Exclusive","EGFR, ZNF536","6/152"
"233","AHNAK2","ANK2",0.0500851367354945,3.04607729125104,256,22,5,19,0.0634953559019962,"Co_Occurence","AHNAK2, ANK2","5/41"
"234","AHNAK2","SPTA1",0.0500851367354945,3.04607729125104,256,22,5,19,0.0634953559019962,"Co_Occurence","AHNAK2, SPTA1","5/41"
"235","KRAS","TP53",0.0511113387819451,2.17931246470407,181,88,17,16,0.0645345186640722,"Co_Occurence","KRAS, TP53","17/104"
"236","EGFR","TTN",0.0518996605329375,0.563978880130972,118,43,24,117,0.0652661727023863,"Mutually_Exclusive","EGFR, TTN","24/160"
"237","ZNF536","MUC16",0.0620046633932518,2.68092268424764,240,39,7,16,0.0776611515446541,"Co_Occurence","MUC16, ZNF536","7/55"
"238","FLG","PCLO",0.0660171272903468,2.5667007126065,243,22,7,30,0.0823566957214906,"Co_Occurence","FLG, PCLO","7/52"
"239","ZNF536","NEB",0.0741307977318527,3.03607397509629,261,18,4,19,0.0921108321717852,"Co_Occurence","NEB, ZNF536","4/37"
"240","NEB","LRP1B",0.0767551640177219,2.63548234436058,252,28,5,17,0.0949940148734183,"Co_Occurence","LRP1B, NEB","5/45"
"241","TP53","SI",0.0781924790287744,2.17243362588017,185,12,13,92,0.0963911230630849,"Co_Occurence","SI, TP53","13/104"
"242","SI","MUC16",0.07905448485859,2.3646460540645,238,39,7,18,0.0970708311131999,"Co_Occurence","MUC16, SI","7/57"
"243","ZNF536","PRDM9",0.0851510387913482,2.866186136389,260,19,4,19,0.104147552337755,"Co_Occurence","PRDM9, ZNF536","4/38"
"244","MUC17","PCLO",0.0886170532883396,2.48986265798519,252,24,5,21,0.107964246208991,"Co_Occurence","MUC17, PCLO","5/45"
"245","MUC17","MUC16",0.0906310905696283,2.2314555859119,237,39,7,19,0.1099891875845,"Co_Occurence","MUC16, MUC17","7/58"
"246","CSMD1","ZFHX4",0.0957359059090708,2.61984263280929,246,33,6,17,0.115734895924892,"Co_Occurence","CSMD1, ZFHX4","6/50"
"247","CSMD1","AHNAK2",0.0969612612888003,2.71355311227351,259,20,4,19,0.116316292333014,"Co_Occurence","AHNAK2, CSMD1","4/39"
"248","MUC4","AHNAK2",0.0969612612888003,2.71355311227351,259,20,4,19,0.116316292333014,"Co_Occurence","AHNAK2, MUC4","4/39"
"249","MUC17","EGFR",0.102304435915688,0.478983129178076,143,133,8,18,0.122256735080889,"Mutually_Exclusive","EGFR, MUC17","8/151"
"250","SI","CSMD1",0.109536174451555,2.57525402772044,258,19,4,21,0.130400207680423,"Co_Occurence","CSMD1, SI","4/40"
"251","MUC4","CTNND2",0.122845690352403,2.44942160278051,257,22,4,19,0.145139048147924,"Co_Occurence","CTNND2, MUC4","4/41"
"252","ZNF536","FAT3",0.122845690352403,2.44942160278051,257,22,4,19,0.145139048147924,"Co_Occurence","FAT3, ZNF536","4/41"
"253","EGFR","XIRP2",0.12880257015956,0.53924262151405,141,20,10,131,0.151603778436393,"Mutually_Exclusive","EGFR, XIRP2","10/151"
"254","MUC16","KRAS",0.129324498327519,1.94022467835299,231,25,8,38,0.15164692580619,"Co_Occurence","KRAS, MUC16","8/63"
"255","PRDM9","MUC16",0.13618915968195,2.10243665239968,239,40,6,17,0.158691426705058,"Co_Occurence","MUC16, PRDM9","6/57"
"256","ANK2","MUC4",0.136855486390442,2.33435765771617,256,19,4,23,0.158691426705058,"Co_Occurence","ANK2, MUC4","4/42"
"257","SPTA1","ZNF536",0.136855486390442,2.33435765771617,256,19,4,23,0.158691426705058,"Co_Occurence","SPTA1, ZNF536","4/42"
"258","CSMD1","USH2A",0.144611722119691,2.04288640589528,238,41,6,17,0.167065298197425,"Co_Occurence","CSMD1, USH2A","6/58"
"259","MUC4","LRP1B",0.153057325576111,2.48008745309688,251,28,5,18,0.175524455935907,"Co_Occurence","LRP1B, MUC4","5/46"
"260","PRDM9","LRP1B",0.153057325576111,2.48008745309688,251,28,5,18,0.175524455935907,"Co_Occurence","LRP1B, PRDM9","5/46"
"261","FLG","EGFR",0.160111553034074,0.580781130962797,137,128,13,24,0.182718370241596,"Mutually_Exclusive","EGFR, FLG","13/152"
"262","AHNAK2","LRP1B",0.160499816420218,2.3409270956542,250,28,5,19,0.182718370241596,"Co_Occurence","AHNAK2, LRP1B","5/47"
"263","ANK2","EGFR",0.161615592245835,0.54273537927084,143,132,9,18,0.183320771603714,"Mutually_Exclusive","ANK2, EGFR","9/150"
"264","FLG","ZNF536",0.177915825429263,2.13727556371974,247,18,5,32,0.201080272863091,"Co_Occurence","FLG, ZNF536","5/50"
"265","CSMD3","MUC4",0.186436144875027,2.06450372091387,246,18,5,33,0.209134889942685,"Co_Occurence","CSMD3, MUC4","5/51"
"266","CSMD3","ZNF536",0.186436144875027,2.06450372091387,246,18,5,33,0.209134889942685,"Co_Occurence","CSMD3, ZNF536","5/51"
"267","TTN","MUC4",0.187719477212554,1.98352613891301,220,15,8,59,0.209134889942685,"Co_Occurence","MUC4, TTN","8/74"
"268","TTN","ZNF536",0.187719477212554,1.98352613891301,220,15,8,59,0.209134889942685,"Co_Occurence","TTN, ZNF536","8/74"
"269","KRAS","SPTA1",0.194412008067424,1.9991693126021,247,22,5,28,0.215821500962949,"Co_Occurence","KRAS, SPTA1","5/50"
"270","TTN","AHNAK2",0.199396402635204,1.85150041211996,219,16,8,59,0.220571241853102,"Co_Occurence","AHNAK2, TTN","8/75"
"271","AHNAK2","MUC16",0.229664944304006,1.97794674609714,238,40,6,18,0.253158007389777,"Co_Occurence","AHNAK2, MUC16","6/58"
"272","AHNAK2","RYR2",0.234415381121449,1.92189392716167,237,41,6,18,0.257486139193156,"Co_Occurence","AHNAK2, RYR2","6/59"
"273","TP53","USH2A",0.244997016410474,1.47953436063352,170,27,20,85,0.268166611657699,"Co_Occurence","TP53, USH2A","20/112"
"274","PCLO","MUC4",0.256106934340428,2.13203442182479,254,19,4,25,0.279348750371322,"Co_Occurence","MUC4, PCLO","4/44"
"275","XIRP2","CSMD1",0.264455318052007,2.04244135262439,253,19,4,26,0.286455067214046,"Co_Occurence","CSMD1, XIRP2","4/45"
"276","XIRP2","MUC4",0.264455318052007,2.04244135262439,253,19,4,26,0.286455067214046,"Co_Occurence","MUC4, XIRP2","4/45"
"277","AHNAK2","PCLO",0.267014457297313,2.01805799289972,253,25,4,20,0.288228041124042,"Co_Occurence","AHNAK2, PCLO","4/45"
"278","MUC4","EGFR",0.280318893896451,0.586476261210251,146,133,8,15,0.300513393971324,"Mutually_Exclusive","EGFR, MUC4","8/148"
"279","PRDM9","EGFR",0.280318893896451,0.586476261210251,146,133,8,15,0.300513393971324,"Mutually_Exclusive","EGFR, PRDM9","8/148"
"280","KRAS","PRDM9",0.295964776528331,1.81047988761893,250,19,4,29,0.31620168432514,"Co_Occurence","KRAS, PRDM9","4/48"
"281","TTN","CSMD1",0.306446990040754,1.59413170581206,219,16,7,60,0.326285125682234,"Co_Occurence","CSMD1, TTN","7/76"
"282","SPTA1","FLG",0.350332063556811,1.72218071691077,243,32,5,22,0.371744549614613,"Co_Occurence","FLG, SPTA1","5/54"
"283","CSMD1","TP53",0.369870356410102,1.48787763739033,184,95,10,13,0.391148854071597,"Co_Occurence","CSMD1, TP53","10/108"
"284","RYR2","MUC4",0.375077991089835,1.56481218147359,237,18,5,42,0.39531828740497,"Co_Occurence","MUC4, RYR2","5/60"
"285","ZNF536","MUC4",0.400251245369939,1.93713623390386,259,20,3,20,0.420431980430609,"Co_Occurence","MUC4, ZNF536","3/40"
"286","CSMD1","FAT3",0.432213897296832,1.66618322247223,256,23,3,20,0.450635959543452,"Co_Occurence","CSMD1, FAT3","3/43"
"287","MUC4","FAT3",0.432213897296832,1.66618322247223,256,23,3,20,0.450635959543452,"Co_Occurence","FAT3, MUC4","3/43"
"288","SI","AHNAK2",0.433331538696983,1.65900333689937,256,21,3,22,0.450635959543452,"Co_Occurence","AHNAK2, SI","3/43"
"289","MUC4","ZFHX4",0.515781790733799,1.46556946747955,244,35,4,19,0.53459970018014,"Co_Occurence","MUC4, ZFHX4","4/54"
"290","EGFR","TP53",0.544965694730534,1.1898924274824,108,53,52,89,0.562981089597659,"Co_Occurence","EGFR, TP53","52/142"
"291","NEB","MUC4",0.678743275780767,1.23240902576212,259,21,2,20,0.698870753481021,"Co_Occurence","MUC4, NEB","2/41"
"292","MUC4","MUC16",0.763048262379143,1.18722063078068,237,42,4,19,0.783095507367758,"Co_Occurence","MUC16, MUC4","4/61"
"293","USH2A","MUC4",0.76666648848628,1.15490960836617,236,19,4,43,0.784233314736375,"Co_Occurence","MUC4, USH2A","4/62"
"294","EGFR","MUC16",0.873977371697654,1.05509998280264,137,24,22,119,0.891086227261066,"Co_Occurence","EGFR, MUC16","22/143"
"295","FLG","MUC4",1,0.664736352676946,244,21,2,35,1,"Mutually_Exclusive","FLG, MUC4","2/56"
"296","MUC4","CSMD1",1,0.531878057533613,257,22,1,22,1,"Mutually_Exclusive","CSMD1, MUC4","1/44"
"297","KRAS","MUC4",1,0.762532092064806,248,21,2,31,1,"Mutually_Exclusive","KRAS, MUC4","2/52"
"298","AHNAK2","EGFR",1,0.963424664755939,148,130,11,13,1,"Mutually_Exclusive","AHNAK2, EGFR","11/143"
"299","MUC4","TP53",1,1.00068502187339,182,97,8,15,1,"Co_Occurence","MUC4, TP53","8/112"
"300","CSMD1","MUC17",1,1.01186574221662,255,24,2,21,1,"Co_Occurence","CSMD1, MUC17","2/45"
