"","gene1","gene2","pValue","oddsRatio","00","01","11","10","pAdj","Event","pair","event_ratio"
"179","RB1","FAT1",0.0920418565437767,2.08290837204834,1391,64,7,73,0.150198852062299,"Co_Occurence","FAT1, RB1","7/137"
"180","LRP1B","RBM10",0.0952864986484911,1.42451542755412,1157,140,35,203,0.154685874429369,"Co_Occurence","LRP1B, RBM10","35/343"
"181","ERBB2","KMT2D",0.0969365425725494,2.03540041070946,1389,62,7,77,0.156551263844557,"Co_Occurence","ERBB2, KMT2D","7/139"
"182","ERBB2","LRP2",0.0996304842351745,1.8804431844876,1364,87,9,75,0.160074685467826,"Co_Occurence","ERBB2, LRP2","9/162"
"183","CDKN2A","KRAS",0.105391740270334,1.66084391835543,1286,172,14,63,0.168465057976876,"Co_Occurence","CDKN2A, KRAS","14/235"
"184","ERBB2","PRKDC",0.113892847271252,1.90670569986375,1385,66,7,77,0.181127301640031,"Co_Occurence","ERBB2, PRKDC","7/143"
"185","KRAS","KMT2C",0.118953296189026,1.62664554011113,1280,69,15,171,0.188217240805421,"Co_Occurence","KMT2C, KRAS","15/240"
"186","SETD2","KMT2D",0.121191957976587,2.15517296909464,1404,63,6,62,0.190793384723846,"Co_Occurence","KMT2D, SETD2","6/125"
"187","RB1","FAT3",0.123286293957198,1.65690588050133,1315,140,12,68,0.193117628379069,"Co_Occurence","FAT3, RB1","12/208"
"188","SETD2","LRP1B",0.125309880786763,1.57827136536713,1244,223,15,53,0.195308417685105,"Co_Occurence","LRP1B, SETD2","15/276"
"189","FAT4","APC",0.137094864196777,1.83851107565844,1371,67,8,89,0.212616104523538,"Co_Occurence","APC, FAT4","8/156"
"190","ATM","PRKDC",0.141166480402807,1.95503971341872,1398,67,6,64,0.216960676379629,"Co_Occurence","ATM, PRKDC","6/131"
"191","NF1","FAT1",0.141284792458414,1.95412917828223,1398,65,6,66,0.216960676379629,"Co_Occurence","FAT1, NF1","6/131"
"192","FAM135B","ERBB2",0.144926805026065,1.77950602799105,1370,76,8,81,0.220480555325006,"Co_Occurence","ERBB2, FAM135B","8/157"
"193","KMT2D","APC",0.144988013181724,1.92716596481919,1397,69,6,63,0.220480555325006,"Co_Occurence","APC, KMT2D","6/132"
"194","RBM10","SETD2",0.172709345156161,0.473862545868191,1296,64,4,171,0.261364021120099,"Mutually_Exclusive","RBM10, SETD2","4/235"
"195","KMT2D","TP53",0.175159411894248,1.4326819612676,747,719,40,29,0.263794295021458,"Co_Occurence","KMT2D, TP53","40/748"
"196","APC","RB1",0.177601436365395,0.236357108159746,1381,79,1,74,0.265933855468477,"Mutually_Exclusive","APC, RB1","1/153"
"197","NF1","ERBB2",0.178282056706067,0.234302677794262,1380,83,1,71,0.265933855468477,"Mutually_Exclusive","ERBB2, NF1","1/154"
"198","RBM10","PRKDC",0.183702061396155,1.56719229802086,1299,61,12,163,0.272716836989541,"Co_Occurence","PRKDC, RBM10","12/224"
"199","NF1","STK11",0.192646258995598,1.76712377605729,1379,84,7,65,0.284642817664891,"Co_Occurence","NF1, STK11","7/149"
"200","APC","FAM135B",0.197983350915449,1.72914320636289,1378,82,7,68,0.291151986640367,"Co_Occurence","APC, FAM135B","7/150"
"201","ERBB2","RB1",0.200142864362482,1.71531334991355,1378,73,7,77,0.29294915743923,"Co_Occurence","ERBB2, RB1","7/150"
"202","APC","STK11",0.20522638089166,1.68556391298952,1376,84,7,68,0.298989482651021,"Co_Occurence","APC, STK11","7/152"
"203","FAM135B","CDKN2A",0.20672729381401,1.6773491972037,1376,70,7,82,0.29977855831498,"Co_Occurence","CDKN2A, FAM135B","7/152"
"204","KRAS","RB1",0.221611753286548,0.574497904528449,1275,74,6,180,0.319131516935081,"Mutually_Exclusive","KRAS, RB1","6/254"
"205","RB1","FAM135B",0.222115535786816,1.60497375287892,1373,82,7,73,0.319131516935081,"Co_Occurence","FAM135B, RB1","7/155"
"206","KMT2C","PIK3CA",0.237420902167184,1.64967266009197,1364,87,8,76,0.33956078685238,"Co_Occurence","KMT2C, PIK3CA","8/163"
"207","KMT2C","LRP2",0.239841080568681,1.62974836274342,1363,88,8,76,0.341459397164979,"Co_Occurence","KMT2C, LRP2","8/164"
"208","KMT2D","RBM10",0.242034546061961,1.50520941003808,1302,164,11,58,0.34301948138033,"Co_Occurence","KMT2D, RBM10","11/222"
"209","PIK3CA","TP53",0.243788552763645,0.763625421065961,722,718,41,54,0.343105316917423,"Mutually_Exclusive","PIK3CA, TP53","41/772"
"210","RB1","EGFR",0.244290985645205,1.35560563524642,614,841,52,28,0.343105316917423,"Co_Occurence","EGFR, RB1","52/869"
"211","FAT1","KEAP1",0.246084861507269,1.65651825353297,1400,64,5,66,0.344078385776384,"Co_Occurence","FAT1, KEAP1","5/130"
"212","ATM","FAT1",0.25290014248683,1.62989220144684,1399,66,5,65,0.352032492325765,"Co_Occurence","ATM, FAT1","5/131"
"213","RB1","NF1",0.267443878944412,1.70564662554318,1389,66,6,74,0.369233348286392,"Co_Occurence","NF1, RB1","6/140"
"214","TP53","KEAP1",0.267620330837977,1.34667777006571,746,30,39,720,0.369233348286392,"Co_Occurence","KEAP1, TP53","39/750"
"215","ERBB2","KEAP1",0.268881225194463,1.69402416189924,1388,63,6,78,0.369342342300087,"Co_Occurence","ERBB2, KEAP1","6/141"
"216","ATM","ERBB2",0.272695189897784,1.66637906742484,1387,78,6,64,0.371602562364028,"Co_Occurence","ATM, ERBB2","6/142"
"217","ATM","TP53",0.272904921800142,0.757340708064678,736,729,30,40,0.371602562364028,"Mutually_Exclusive","ATM, TP53","30/769"
"218","RBM10","STK11",0.308556482733376,0.633099307563926,1276,84,7,168,0.418324949475835,"Mutually_Exclusive","RBM10, STK11","7/252"
"219","KRAS","SETD2",0.338802818475885,1.42438765380723,1292,57,11,175,0.457347217165072,"Co_Occurence","KRAS, SETD2","11/232"
"220","ERBB2","FAT3",0.344429579083954,1.39963076003436,1310,141,11,73,0.462942982639724,"Co_Occurence","ERBB2, FAT3","11/214"
"221","FAT4","ERBB2",0.362352709306366,0.534844444731825,1357,81,3,94,0.483048625090414,"Mutually_Exclusive","ERBB2, FAT4","3/175"
"222","FAM135B","PIK3CA",0.363147067013814,0.513570200816698,1354,92,3,86,0.483048625090414,"Mutually_Exclusive","FAM135B, PIK3CA","3/178"
"223","RB1","RBM10",0.364222252094525,0.617149269121266,1286,169,6,74,0.483048625090414,"Mutually_Exclusive","RB1, RBM10","6/243"
"224","STK11","PIK3CA",0.365571199468425,0.501161502965335,1352,92,3,88,0.483048625090414,"Mutually_Exclusive","PIK3CA, STK11","3/180"
"225","PIK3CA","LRP1B",0.378664118234949,1.29610257696204,1220,220,18,77,0.498242260835459,"Co_Occurence","LRP1B, PIK3CA","18/297"
"226","APC","NF1",0.394485623335855,1.48461194360365,1393,67,5,70,0.516883678375073,"Co_Occurence","APC, NF1","5/137"
"227","APC","PRKDC",0.399279197565715,1.46175001673423,1392,68,5,70,0.520980163838354,"Co_Occurence","APC, PRKDC","5/138"
"228","KMT2D","RB1",0.402228950147063,1.44853954459229,1391,75,5,64,0.522646764744105,"Co_Occurence","KMT2D, RB1","5/139"
"229","SPTA1","APC",0.417846852756712,1.32726556594034,1324,66,9,136,0.540692097252475,"Co_Occurence","APC, SPTA1","9/202"
"230","STK11","SETD2",0.429348123150018,0.469357532998551,1378,66,2,89,0.553283663853116,"Mutually_Exclusive","SETD2, STK11","2/155"
"231","SETD2","FAT4",0.437910525528274,1.46287833467725,1376,91,6,62,0.559416663269746,"Co_Occurence","FAT4, SETD2","6/153"
"232","TP53","EGFR",0.438120479726934,0.92230828436053,317,459,434,325,0.559416663269746,"Mutually_Exclusive","EGFR, TP53","434/784"
"233","ATM","PIK3CA",0.439754632118289,1.44902201211285,1376,89,6,64,0.559416663269746,"Co_Occurence","ATM, PIK3CA","6/153"
"234","KMT2C","RB1",0.44247418045868,1.43099747353507,1377,74,6,78,0.559416663269746,"Co_Occurence","KMT2C, RB1","6/152"
"235","PIK3CA","FAT1",0.443158773428325,1.42571320747601,1375,65,6,89,0.559416663269746,"Co_Occurence","FAT1, PIK3CA","6/154"
"236","FAT1","RBM10",0.444848130632102,1.29037514193078,1299,165,10,61,0.559416663269746,"Co_Occurence","FAT1, RBM10","10/226"
"237","PRKDC","PIK3CA",0.451087059918076,1.38118156396059,1373,89,6,67,0.564988802502601,"Co_Occurence","PIK3CA, PRKDC","6/156"
"238","PIK3CA","FAT3",0.480173669013714,0.710564120410378,1295,145,7,88,0.599019048170801,"Mutually_Exclusive","FAT3, PIK3CA","7/233"
"239","RBM10","FAT3",0.500658786681973,1.20021162889851,1228,132,20,155,0.62209093772611,"Co_Occurence","FAT3, RBM10","20/287"
"240","STK11","LRP2",0.504348276264548,1.26850999549536,1355,89,7,84,0.6241934112185,"Co_Occurence","LRP2, STK11","7/173"
"241","PIK3CA","KRAS",0.516450323872491,0.746878003184095,1263,177,9,86,0.636649807535122,"Mutually_Exclusive","KRAS, PIK3CA","9/263"
"242","APC","TP53",0.554168552753452,1.17769919894132,741,719,40,35,0.680462368312196,"Co_Occurence","APC, TP53","40/754"
"243","SETD2","PRKDC",0.56089619042165,1.26608830375535,1398,69,4,64,0.686027630163467,"Co_Occurence","PRKDC, SETD2","4/133"
"244","KMT2C","FAT3",0.570977722764848,1.24552242515055,1309,142,10,74,0.695635627150156,"Co_Occurence","FAT3, KMT2C","10/216"
"245","SETD2","CDKN2A",0.576753117775401,0.562611768201195,1392,75,2,66,0.69994310409636,"Mutually_Exclusive","CDKN2A, SETD2","2/141"
"246","ERBB2","SETD2",0.581065633199807,0.51200794506612,1385,66,2,82,0.702356944271846,"Mutually_Exclusive","ERBB2, SETD2","2/148"
"247","TP53","KRAS",0.584105069435551,0.907384693756501,678,98,88,671,0.702356944271846,"Mutually_Exclusive","KRAS, TP53","88/769"
"248","FAT1","ERBB2",0.587625532183469,1.32787394930511,1385,79,5,66,0.702356944271846,"Co_Occurence","ERBB2, FAT1","5/145"
"249","SPTA1","PIK3CA",0.588146235886297,0.750621172856824,1302,88,7,138,0.702356944271846,"Mutually_Exclusive","PIK3CA, SPTA1","7/226"
"250","NF1","KMT2C",0.590373891209135,1.30712811159505,1384,79,5,67,0.702356944271846,"Co_Occurence","KMT2C, NF1","5/146"
"251","KMT2C","PRKDC",0.59338169425326,1.28699446076396,1383,68,5,79,0.702356944271846,"Co_Occurence","KMT2C, PRKDC","5/147"
"252","CDKN2A","RB1",0.59447491763169,1.28032642582434,1383,75,5,72,0.702356944271846,"Co_Occurence","CDKN2A, RB1","5/147"
"253","RBM10","FAM135B",0.605454102679733,0.756538778387241,1279,81,8,167,0.71263430164752,"Mutually_Exclusive","FAM135B, RBM10","8/248"
"254","PIK3CA","KMT2D",0.611848712702414,1.194295116805,1376,64,5,90,0.71745862183679,"Co_Occurence","KMT2D, PIK3CA","5/154"
"255","SMARCA4","RBM10",0.620401188694265,0.803273064282345,1274,166,9,86,0.723676152902548,"Mutually_Exclusive","RBM10, SMARCA4","9/252"
"256","STK11","RB1",0.623594197921615,0.605387066593695,1367,77,3,88,0.723676152902548,"Mutually_Exclusive","RB1, STK11","3/165"
"257","CDKN2A","PIK3CA",0.624098314263157,0.602102216948869,1366,92,3,74,0.723676152902548,"Mutually_Exclusive","CDKN2A, PIK3CA","3/166"
"258","ERBB2","STK11",0.631431852557215,1.23601249875864,1366,85,6,78,0.72947302744595,"Co_Occurence","ERBB2, STK11","6/163"
"259","ERBB2","PIK3CA",0.641911186240931,1.17704830073802,1362,89,6,78,0.736136681468957,"Co_Occurence","ERBB2, PIK3CA","6/167"
"260","ERBB2","SMARCA4",0.641911186240931,1.17704830073802,1362,89,6,78,0.736136681468957,"Co_Occurence","ERBB2, SMARCA4","6/167"
"261","KMT2C","TP53",0.653732393411142,1.13221522312414,736,715,44,40,0.746952003440519,"Co_Occurence","KMT2C, TP53","44/755"
"262","SMARCA4","PIK3CA",0.657503842457791,1.22193408900499,1352,88,7,88,0.748524410812604,"Co_Occurence","PIK3CA, SMARCA4","7/176"
"263","NF1","RBM10",0.705501098558083,1.11606078327592,1297,166,9,63,0.800250792375321,"Co_Occurence","NF1, RBM10","9/229"
"264","KMT2C","RBM10",0.724084531680646,0.809432741737536,1284,167,8,76,0.818359552080296,"Mutually_Exclusive","KMT2C, RBM10","8/243"
"265","RBM10","FAT4",0.741258650485493,1.10425338306038,1275,85,12,163,0.834750732528709,"Co_Occurence","FAT4, RBM10","12/248"
"266","ERBB2","LRP1B",0.756602177747225,1.09549086475116,1227,224,14,70,0.84897012763378,"Co_Occurence","ERBB2, LRP1B","14/294"
"267","NF1","SETD2",0.767396843491689,0.604950546878801,1397,66,2,70,0.858001837535431,"Mutually_Exclusive","NF1, SETD2","2/136"
"268","ATM","CDKN2A",0.776219172978615,1.15554991998073,1392,73,4,66,0.864771805903092,"Co_Occurence","ATM, CDKN2A","4/139"
"269","KEAP1","RB1",0.779533205759659,1.12540760132198,1390,76,4,65,0.86477856820836,"Co_Occurence","KEAP1, RB1","4/141"
"270","RB1","ATM",0.781759825660358,1.1075603992409,1389,66,4,76,0.86477856820836,"Co_Occurence","ATM, RB1","4/142"
"271","APC","CDKN2A",0.78705268850015,1.07040348818568,1387,73,4,71,0.867562487323798,"Co_Occurence","APC, CDKN2A","4/144"
"272","ERBB2","APC",0.794566980459296,0.709525893969219,1379,72,3,81,0.871641050459026,"Mutually_Exclusive","APC, ERBB2","3/153"
"273","PIK3CA","KEAP1",0.796331263699366,0.679016973483583,1374,66,3,92,0.871641050459026,"Mutually_Exclusive","KEAP1, PIK3CA","3/158"
"274","KMT2C","ERBB2",0.803893966973352,1.09908617502996,1372,79,5,79,0.875205431803279,"Co_Occurence","ERBB2, KMT2C","5/158"
"275","PIK3CA","APC",0.805188997259016,1.08720663890415,1370,70,5,90,0.875205431803279,"Co_Occurence","APC, PIK3CA","5/160"
"276","LRP2","CDKN2A",0.81109942987189,1.04317551782561,1367,72,5,91,0.878549077839042,"Co_Occurence","CDKN2A, LRP2","5/163"
"277","RB1","SMARCA4",0.813887865710089,0.788976325486952,1364,91,4,76,0.878549077839042,"Mutually_Exclusive","RB1, SMARCA4","4/167"
"278","SPTA1","SETD2",0.830991026898617,1.10502393563081,1329,61,7,138,0.893923221706775,"Co_Occurence","SETD2, SPTA1","7/199"
"279","RBM10","ATM",0.848202308465441,0.857900483590342,1297,63,7,168,0.904065576610361,"Mutually_Exclusive","ATM, RBM10","7/231"
"280","KEAP1","RBM10",0.848265745310029,0.872409180173592,1298,168,7,62,0.904065576610361,"Mutually_Exclusive","KEAP1, RBM10","7/230"
"281","ERBB2","SPTA1",0.849098389552451,0.86505989024136,1313,138,7,77,0.904065576610361,"Mutually_Exclusive","ERBB2, SPTA1","7/215"
"282","LRP2","RBM10",0.86899063710695,0.897904648251065,1274,165,10,86,0.922103816964081,"Mutually_Exclusive","LRP2, RBM10","10/251"
"283","ERBB2","TP53",0.911210717894596,0.973419758487728,733,718,41,43,0.963317946175867,"Mutually_Exclusive","ERBB2, TP53","41/761"
"284","TP53","STK11",0.913996067331662,0.954514621017407,729,47,44,715,0.963317946175867,"Mutually_Exclusive","STK11, TP53","44/762"
"285","LRP2","PIK3CA",1,1.01122945577497,1350,89,6,90,1,"Co_Occurence","LRP2, PIK3CA","6/179"
"286","SETD2","RB1",1,0.83324635327284,1390,77,3,65,1,"Mutually_Exclusive","RB1, SETD2","3/142"
"287","ERBB2","CDKN2A",1,0.943868121872241,1378,73,4,80,1,"Mutually_Exclusive","CDKN2A, ERBB2","4/153"
"288","KMT2C","CDKN2A",1,0.943868121872241,1378,73,4,80,1,"Mutually_Exclusive","CDKN2A, KMT2C","4/153"
"289","SETD2","APC",1,0.894287890672606,1395,72,3,65,1,"Mutually_Exclusive","APC, SETD2","3/137"
"290","KMT2D","ATM",1,0.949148452417982,1399,67,3,66,1,"Mutually_Exclusive","ATM, KMT2D","3/133"
"291","SETD2","KEAP1",1,0.979733054073027,1401,66,3,65,1,"Mutually_Exclusive","KEAP1, SETD2","3/131"
"292","CDKN2A","RBM10",1,0.896327964787611,1291,167,8,69,1,"Mutually_Exclusive","CDKN2A, RBM10","8/236"
"293","APC","RBM10",1,0.924510199700182,1293,167,8,67,1,"Mutually_Exclusive","APC, RBM10","8/234"
"294","PIK3CA","FAT4",1,0.99938304131092,1349,91,6,89,1,"Mutually_Exclusive","FAT4, PIK3CA","6/180"
"295","SETD2","LRP2",1,0.93414041534034,1375,92,4,64,1,"Mutually_Exclusive","LRP2, SETD2","4/156"
"296","SETD2","SMARCA4",1,0.945086725202479,1376,91,4,64,1,"Mutually_Exclusive","SETD2, SMARCA4","4/155"
"297","FAT1","STK11",1,0.944962414444408,1377,87,4,67,1,"Mutually_Exclusive","FAT1, STK11","4/154"
"298","SETD2","FAM135B",1,1.01616780402748,1382,85,4,64,1,"Co_Occurence","FAM135B, SETD2","4/149"
"299","APC","KMT2C",1,0.971848303992305,1380,80,4,71,1,"Mutually_Exclusive","APC, KMT2C","4/151"
"300","KMT2D","CDKN2A",1,0.855109267170454,1392,74,3,66,1,"Mutually_Exclusive","CDKN2A, KMT2D","3/140"
